,Unnamed: 0,Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
50745,50745,TIC 25078924,939.831042785554,0.2706754362860186,4,4,0,,notEB,[4.046371  4.1454062 4.2365403 4.1808767 4.1733427],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000025078924-0140-s_lc.fits
50746,50746,TIC 25078924,805.1967399661145,0.15597818825989976,5,4,1,,notEB,[4.86117845 4.8112133  5.16485325 4.94906647 4.92268749],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000025078924-0140-s_lc.fits
50747,50747,TIC 25078924,778.8759951500182,0.1447543714421312,5,4,2,,EB,[4.89003899 4.83843308 5.20368587 4.98081308 4.95677469],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000025078924-0140-s_lc.fits
50869,50869,TIC 260502102,764.3846009989528,0.17109726933610658,7,7,0,,notEB,[7.8392797 7.7464414 7.9554977 7.8609843 7.9313574],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000260502102-0140-s_lc.fits
50870,50870,TIC 260502102,406.0357679292288,0.10498920494364672,10,10,1,,EB,[10.7033707  10.65978986 10.85054345 10.747267   10.75326601],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000260502102-0140-s_lc.fits
51011,51011,TIC 364302118,677.8403636548016,0.3173264220868871,3,3,0,,notEB,[3.8580472 3.7575924 3.9565384 3.8497262 3.7541022],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000364302118-0140-s_lc.fits
51012,51012,TIC 364302118,182.82071062405885,0.3348048621183478,4,4,1,,notEB,[4.53987362 4.4048906  4.67221776 4.52869227 4.40020091],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000364302118-0140-s_lc.fits
51013,51013,TIC 364302118,182.82071062405885,0.3348048621183478,8,4,2,,notEB,[-1.54983664  5.75737775  8.94183662  5.63987216  5.9900846 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000364302118-0140-s_lc.fits
51143,51143,TIC 149473467,10444.223337328904,0.4396701428808451,3,3,0,,EB,[3.3995218 3.4082568 3.414542  3.4108865 3.4030204],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000149473467-0140-s_lc.fits
51173,51173,TIC 177075997,10444.223337328904,0.4396701428808451,3,1,0,,notEB,[2.2452188  0.841123   3.8753376  0.7940001  0.02335294],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000177075997-0140-s_lc.fits
51355,51355,TIC 55524055,830.4680199738458,0.3129327553273228,6,6,0,,notEB,[6.313593  6.396497  6.6911187 6.5827394 6.5924444],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000055524055-0140-s_lc.fits
51356,51356,TIC 55524055,786.9852260531583,0.17436864185516016,7,7,1,,notEB,[6.98396656 7.18043088 7.47738037 7.24221056 7.09535033],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000055524055-0140-s_lc.fits
51357,51357,TIC 55524055,600.8806585748217,0.14114170145178426,7,7,2,,EB,[7.18121298 7.3188236  7.7808206  7.61213715 7.63194671],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000055524055-0140-s_lc.fits
51364,51364,TIC 177077475,68.7422415350967,0.2305180977012237,8,7,0,,notEB,[8.207586  6.9132833 8.5891075 7.174654  6.9825897],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000177077475-0140-s_lc.fits
51365,51365,TIC 177077475,99.89209809093435,0.08729940093376705,11,10,1,,EB,[11.48287515  9.78600249 11.98397806 10.1295837   9.87968403],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000177077475-0140-s_lc.fits
51454,51454,TIC 55497281,17869.037555294763,0.26812652049160945,10,10,0,,EB,[10.209321 10.227181 10.227575 10.224142 10.213765],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000055497281-0140-s_lc.fits
51653,51653,TIC 294092966,1751.1340089087116,0.4245849403369641,3,3,0,,EB,[3.4943352 3.4257777 3.632099  3.3824193 3.3415284],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000294092966-0140-s_lc.fits
51792,51792,TIC 38586438,870.7917412573137,0.20204846521512804,5,5,0,,notEB,[4.972055  5.2590113 5.4001875 5.1538734 5.063625 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000038586438-0140-s_lc.fits
51793,51793,TIC 38586438,642.9609040086591,0.1376096107187677,5,5,1,,notEB,[5.05804402 5.36960364 5.52288397 5.25545128 5.16609109],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000038586438-0140-s_lc.fits
51794,51794,TIC 38586438,768.918458000396,0.13777048296088112,5,5,2,,EB,[5.40750529 5.5338608  5.60773439 5.44044722 5.30045518],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000038586438-0140-s_lc.fits
51840,51840,TIC 370227780,5375.622488562666,0.14872403044723415,9,3,0,,EB,[2.7535694 1.9521855 9.128995  3.2859795 2.6639009],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000370227780-0140-s_lc.fits
51976,51976,TIC 141268467,35525.218579491724,0.3835798577170523,5,5,0,,EB,[5.2695003 5.2809086 5.2982726 5.284303  5.248428 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000141268467-0140-s_lc.fits
52015,52015,TIC 167692429,1691.5984601834643,0.2335385586851325,7,7,0,,EB,[7.342888  7.318395  7.387428  7.2558465 7.3669705],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000167692429-0140-s_lc.fits
52050,52050,TIC 260131665,8.059566030687035,0.0272755871215407,2,2,0,,notEB,[2.6370711 2.6411    2.6434236 2.6408155 2.6413362],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000260131665-0140-s_lc.fits
52115,52115,TIC 272357134,736.2685748578714,0.1558464897443019,4,4,0,,notEB,[4.4028716 4.235603  4.5655017 4.2054124 4.28659  ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000272357134-0140-s_lc.fits
52116,52116,TIC 272357134,399.80031852865966,0.17865230848200092,4,4,1,,notEB,[4.26504498 4.34663659 4.47137424 3.97234711 3.87183891],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000272357134-0140-s_lc.fits
52117,52117,TIC 272357134,393.6800321227952,0.1946164850137566,4,4,2,,EB,[4.23240397 4.31329273 4.43695585 3.94021627 3.8425851 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000272357134-0140-s_lc.fits
52305,52305,TIC 167304735,81.97484255328034,0.19741926733554752,3,1,0,,notEB,[0.09737211 0.25109813 3.6737187  0.07889543 2.5117202 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000167304735-0140-s_lc.fits
52344,52344,TIC 55295028,48.52942233823738,0.02798457980109836,3,2,0,,notEB,[2.7235801 2.6606557 3.0591211 2.5384898 2.7979844],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000055295028-0140-s_lc.fits
52579,52579,TIC 271596290,1512.5590233748983,0.5041661755492979,3,3,0,,EB,[3.2998848 3.3641346 3.3957644 3.3467057 3.2779074],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000271596290-0140-s_lc.fits
52602,52602,TIC 30313682,2511.5057597320833,0.4708718565448131,4,4,0,,EB,[4.674931  4.551766  4.74456   4.6646996 4.6851363],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000030313682-0140-s_lc.fits
52969,52969,TIC 150431920,34.342679760341376,0.0196815466572774,25,6,0,,notEB,[ 0.8821008   2.4344096  25.130238    0.14624725  2.4056017 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000150431920-0140-s_lc.fits
52996,52996,TIC 279955276,1090.1994213980186,0.12158467096286565,3,3,0,,notEB,[3.474764  3.4786062 3.5710957 3.4686408 3.4129207],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000279955276-0140-s_lc.fits
52997,52997,TIC 279955276,400.1236569556392,0.10456372368739428,5,5,1,,notEB,[5.36220449 5.35715264 5.67227353 5.24415674 5.58204067],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000279955276-0140-s_lc.fits
52998,52998,TIC 279955276,265.4976204852518,0.1061469263501754,5,5,2,,EB,[5.51802812 5.51262099 5.84990316 5.39167851 5.75332457],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000279955276-0140-s_lc.fits
53158,53158,TIC 141809359,61.58550887548483,0.09364501375797728,12,12,0,,EB,[11.01247  12.141091 12.736523 12.062313 11.581949],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000141809359-0140-s_lc.fits
53264,53264,TIC 55659311,27.022441456651954,0.14738710720809986,3,1,0,,notEB,[0.5440503  0.24235201 3.718365   0.44793513 1.0399785 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000055659311-0140-s_lc.fits
53275,53275,TIC 350479101,521.9859875802067,0.15408806232340533,9,9,0,,notEB,[9.196592 8.893294 9.222315 8.907638 9.108618],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350479101-0140-s_lc.fits
53276,53276,TIC 350479101,180.52715204415887,0.09676159103012998,10,10,1,,EB,[10.38465616  9.72239909 10.4408233   9.75371824 10.19256328],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350479101-0140-s_lc.fits
53376,53376,TIC 349832824,3073.4095801761528,0.2393065217833822,4,4,0,,EB,[4.5901403 4.6247706 4.7282867 4.61908   4.568707 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000349832824-0140-s_lc.fits
53613,53613,TIC 141622065,3177.422848721706,0.4219788784344196,3,3,0,,EB,[3.1680703 3.1947517 3.2178197 3.1975589 3.1870973],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000141622065-0140-s_lc.fits
53618,53618,TIC 350618622,99.02484249214449,0.05657894887460456,9,7,0,,notEB,[7.848548  7.816028  9.158322  7.5044174 7.779499 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350618622-0140-s_lc.fits
53619,53619,TIC 350618622,99.02484249214449,0.05657894887460456,3,0,1,,notEB,[-0.85189989 -0.56402359  3.77555119  1.35312714  0.69818564],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000350618622-0140-s_lc.fits
53675,53675,TIC 260161144,10060.782446363746,0.2414619051042855,4,4,0,,EB,[4.474632  4.461917  4.489436  4.4604974 4.4554944],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000260161144-0140-s_lc.fits
53685,53685,TIC 293972244,10060.782446363746,0.2414619051042855,3,2,0,,notEB,[1.5182986 1.3263246 3.0234    1.4638216 2.2436876],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000293972244-0140-s_lc.fits
53732,53732,TIC 150442264,1490.7109766770443,0.3371319665020517,4,4,0,,notEB,[4.0092816 4.0400248 4.1080785 4.0719943 4.0881658],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000150442264-0140-s_lc.fits
53733,53733,TIC 150442264,1490.7109766770443,0.3371319665020517,8,3,1,,notEB,[ 7.46990982  7.62706249  8.31919508 -4.28992125 -2.80626325],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000150442264-0140-s_lc.fits
53893,53893,TIC 25133286,83.2136238471091,0.011823813239084343,2,2,0,,notEB,[2.264027  2.0646548 2.3474772 2.1763995 2.1240106],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000025133286-0140-s_lc.fits
54094,54094,TIC 350298314,173.39865352838984,0.1601795590702687,2,1,0,,notEB,[1.4999187 1.6495491 2.8766458 1.5798029 1.737286 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000350298314-0143-s_lc.fits
54228,54228,TIC 25078924,903.4045365864836,0.2880751636481455,3,3,0,,notEB,[3.743074  3.6515803 3.8296    3.739731  3.7363005],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000025078924-0143-s_lc.fits
54229,54229,TIC 25078924,854.6465184963914,0.16739615896050875,5,4,1,,EB,[5.12826716 4.84193812 5.16188823 4.98169238 4.81847272],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000025078924-0143-s_lc.fits
54293,54293,TIC 358111274,854.6465184963914,0.16739615896050875,4,1,0,,notEB,[0.03242829 0.37071428 4.252896   2.448004   1.1700346 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000358111274-0143-s_lc.fits
