,Unnamed: 0,Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
114754,114754,TIC 258829052,268.4310406628183,0.13851601757768142,34,7,1,,notEB,[ 1.00427846  0.52035233 34.21128611  0.40945623  0.56663181],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000258829052-0167-s_lc.fits
115129,115129,TIC 357035302,65.78636841653629,0.10232090825294037,4,1,0,,notEB,[1.3439355  0.85507166 4.2406783  2.4309402  0.47394446],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000357035302-0167-s_lc.fits
115157,115157,TIC 392536805,1075.1826446857347,0.2031184933517228,6,6,0,,notEB,[6.8070207 6.8889327 6.9578133 6.9051213 6.9203744],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000392536805-0167-s_lc.fits
115158,115158,TIC 392536805,70.9064348199622,0.06136779375674741,11,9,1,,EB,[ 9.6565959   9.94243416 11.32548363  8.84538735 10.97635105],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000392536805-0167-s_lc.fits
115781,115781,TIC 199688409,1569.9280110646102,0.3305180200708708,3,3,0,,EB,[3.1524196 3.15805   3.2653294 3.1513493 3.1935687],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000199688409-0167-s_lc.fits
115835,115835,TIC 160472514,6401.967308558225,0.5495340741183865,3,3,0,,EB,[3.3439252 3.3337193 3.3547418 3.3435323 3.3407164],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000160472514-0167-s_lc.fits
116138,116138,TIC 233532554,7808.932667799208,0.21398128745302245,3,3,0,,EB,[3.8716328 3.876658  3.8787074 3.8697498 3.871259 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000233532554-0167-s_lc.fits
116258,116258,TIC 298734307,32.59745894207218,0.19274097081836533,2,2,0,,notEB,[2.9820795 2.988207  2.995436  2.9903693 2.9717908],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000298734307-0167-s_lc.fits
116618,116618,TIC 356896561,4565.605073191385,0.2457662422989369,5,5,0,,EB,[5.2020283 5.1983905 5.232875  5.2036114 5.2081676],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000356896561-0167-s_lc.fits
116640,116640,TIC 259126645,14786.62353291779,0.2812314254634039,5,5,0,,EB,[5.3647804 5.362742  5.367696  5.341747  5.328745 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000259126645-0167-s_lc.fits
116691,116691,TIC 356820646,3140.482676277631,0.40234528545315096,3,3,0,,EB,[3.072579  3.1107447 3.170034  3.0805686 3.090387 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000356820646-0167-s_lc.fits
116721,116721,TIC 199666719,3140.482676277631,0.40234528545315096,1,1,0,,notEB,[1.8951373 1.8926343 1.9768282 1.8801315 1.9131517],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000199666719-0167-s_lc.fits
116987,116987,TIC 232629077,2085.2567516025906,0.27570118299273594,6,6,0,,EB,[6.416548  6.393102  6.4419947 6.4194393 6.439941 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000232629077-0167-s_lc.fits
117005,117005,TIC 307985697,2085.2567516025906,0.27570118299273594,26,5,0,,notEB,[ 0.22824268  0.44151348 26.938814    0.13024491  0.51825744],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000307985697-0167-s_lc.fits
117080,117080,TIC 233720276,22900.403366704562,0.31732379751840883,4,4,0,,EB,[4.117263  4.1333113 4.157366  4.1500907 4.146326 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000233720276-0167-s_lc.fits
117190,117190,TIC 258351350,9768.23550766848,0.2947007913387571,3,3,0,,EB,[3.361249  3.4071994 3.4202802 3.3791192 3.3305361],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000258351350-0167-s_lc.fits
117285,117285,TIC 420114772,165.04577898611566,0.04948113198961485,6,6,0,,notEB,[6.447595  6.5180707 6.940557  6.872814  6.319787 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000420114772-0167-s_lc.fits
117286,117286,TIC 420114772,180.2432914429583,0.0477348566120399,6,6,1,,notEB,[6.33407305 6.39978025 6.81659152 6.74623504 6.19213299],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000420114772-0167-s_lc.fits
117287,117287,TIC 420114772,179.34312498181927,0.07699854813760185,6,6,2,,EB,[6.20223127 6.28082715 6.69125187 6.62197342 6.07636154],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000420114772-0167-s_lc.fits
117358,117358,TIC 353894978,3268.2865026618056,0.28797203591093035,4,4,0,,EB,[4.6431193 4.6332846 4.6482263 4.6099353 4.5862308],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000353894978-0167-s_lc.fits
117407,117407,TIC 219878176,66.1122826887675,0.1339499033804081,2,1,0,,notEB,[0.91679966 1.1324308  2.1609895  0.98979074 0.8321782 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000219878176-0167-s_lc.fits
117534,117534,TIC 258388363,1233.4805430474396,0.2321390441793957,3,3,0,,notEB,[3.0431237 3.0782244 3.0858426 3.040245  3.025413 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000258388363-0167-s_lc.fits
117578,117578,TIC 367853806,26.06487318515256,0.4599509134868982,4,1,0,,notEB,[0.70376635 1.3444397  4.2407074  0.6336433  0.5989823 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000367853806-0167-s_lc.fits
117633,117633,TIC 377307592,7590.791468443247,0.3833218686525779,3,3,0,,EB,[3.4962955 3.5277753 3.5760772 3.5613415 3.5516698],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000377307592-0167-s_lc.fits
117764,117764,TIC 233208885,266.35211022044535,0.2191207266279916,3,3,0,,notEB,[3.0979097 3.1467676 3.1710246 3.1570182 3.0986614],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000233208885-0167-s_lc.fits
117765,117765,TIC 233208885,199.3125062133191,0.054642873899967234,7,6,1,,notEB,[6.24523447 6.92169969 7.17704052 7.08670648 4.94132462],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000233208885-0167-s_lc.fits
117766,117766,TIC 233208885,199.38863277287018,0.054423433665631286,7,6,2,,EB,[6.28617786 6.96689295 7.22454691 7.13364535 4.97478519],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000233208885-0167-s_lc.fits
117890,117890,TIC 1400994843,199.38863277287018,0.054423433665631286,4,1,0,,notEB,[0.47661322 1.0143467  4.1354957  0.38374165 0.0238526 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000001400994843-0167-s_lc.fits
117941,117941,TIC 258826816,1313.0900292520598,0.05972795772065668,8,8,0,,notEB,[8.830636 8.90028  8.906442 8.807204 8.827686],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000258826816-0167-s_lc.fits
117942,117942,TIC 258826816,941.532278621154,0.014036008349115284,8,8,1,,EB,[8.7162251  8.7855356  8.79166803 8.69290605 8.71329001],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000258826816-0167-s_lc.fits
117953,117953,TIC 229776076,5543.441089181978,0.2549919431824348,6,6,0,,EB,[6.410001  6.427127  6.4276705 6.403611  6.404046 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000229776076-0167-s_lc.fits
118553,118553,TIC 237200747,147.8660814584804,0.07865020282852282,9,9,0,,notEB,[9.25959  8.044898 9.460387 8.516957 9.167798],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000237200747-0167-s_lc.fits
118554,118554,TIC 237200747,146.81761988734084,0.11514236353787838,9,9,1,,EB,[9.24453942 8.0091675  9.44875503 8.48926375 9.15118474],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000237200747-0167-s_lc.fits
118623,118623,TIC 441739153,2584.420141992509,0.28531731873130234,5,5,0,,EB,[5.52022   5.537044  5.625454  5.6215663 5.5699997],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000441739153-0167-s_lc.fits
118737,118737,TIC 160618494,1863.7139370902935,0.23358630852655715,8,8,0,,EB,[8.313901 8.398147 8.405361 8.396382 8.265491],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000160618494-0167-s_lc.fits
118831,118831,TIC 198242678,25457.33838468105,0.4492391429966581,4,4,0,,EB,[4.0649123 4.063253  4.0681524 4.067166  4.06543  ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000198242678-0167-s_lc.fits
119002,119002,TIC 237277760,20008.733407588927,0.33363168301186513,4,4,0,,EB,[4.8317666 4.837701  4.8397217 4.8237886 4.786692 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000237277760-0167-s_lc.fits
119151,119151,TIC 198382838,1335.772691087247,0.025822365524746725,10,10,0,,EB,[10.787559 10.867229 10.925921 10.865909 10.902062],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000198382838-0167-s_lc.fits
119411,119411,TIC 198242676,22603.50325336458,0.4503845146220621,4,4,0,,EB,[4.003197  4.0001707 4.0172563 4.001284  3.979938 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000198242676-0167-s_lc.fits
119612,119612,TIC 259006185,909.3271115949472,0.21483288829736044,6,5,0,,notEB,[5.9996676 5.858551  6.209841  5.951355  6.182097 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000259006185-0167-s_lc.fits
119613,119613,TIC 259006185,903.6369010780377,0.1598151012534102,6,6,1,,EB,[6.07352753 6.0015782  6.21727315 6.00455258 5.92398617],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000259006185-0167-s_lc.fits
119628,119628,TIC 230114503,189.8070525102454,0.2480156464530679,9,8,0,,notEB,[8.638227 8.511649 9.250995 8.367663 9.154514],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000230114503-0167-s_lc.fits
119629,119629,TIC 230114503,146.05135780291042,0.11977869948255547,10,9,1,,EB,[ 9.17451963  9.00092898 10.01487591  8.80346577  9.8825617 ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000230114503-0167-s_lc.fits
119661,119661,TIC 353854078,11481.41370903848,0.4342613480506441,3,3,0,,EB,[3.2301433 3.2306666 3.2355785 3.2296596 3.2282598],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000353854078-0167-s_lc.fits
119946,119946,TIC 233738458,106.16385248578864,0.08813481227390214,93,31,0,,notEB,[ 0.5504141   0.36094266 93.60037   ],/astro/store/epyc2/projects2/tess/sector021/tess2020020091053-s0021-0000000233738458-0167-s_lc.fits
120367,120367,TIC 230114503,163.89121256021332,0.08864420490889954,7,6,0,,notEB,[6.2304425 5.818823  7.0487676 5.9490867 6.628995 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000230114503-0174-s_lc.fits
120368,120368,TIC 230114503,164.06408345571168,0.09587657796534617,7,6,1,,notEB,[6.21929281 5.80777312 7.03871055 5.93929733 6.61904029],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000230114503-0174-s_lc.fits
120369,120369,TIC 230114503,164.3499408747999,0.07814840879700947,6,5,2,,notEB,[5.78195106 5.39978577 6.54291836 5.52133188 6.15255906],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000230114503-0174-s_lc.fits
120387,120387,TIC 259006185,392.5880245491208,0.1685623750568696,6,6,0,,notEB,[5.9176884 6.0101156 6.3324027 6.0228314 6.282925 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000259006185-0174-s_lc.fits
120388,120388,TIC 259006185,706.0269805825404,0.14414624688717395,6,6,1,,notEB,[5.99512227 6.09166957 6.42832387 6.10495247 6.37664081],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000259006185-0174-s_lc.fits
120389,120389,TIC 259006185,703.4569794153991,0.13796112970659455,6,6,2,,EB,[6.17538237 6.14032913 6.34989338 5.94442721 5.92378169],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000259006185-0174-s_lc.fits
120397,120397,TIC 353854078,6875.746698936497,0.2799448028316897,3,3,0,,EB,[3.3334365 3.3304641 3.342371  3.3349392 3.329211 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000353854078-0174-s_lc.fits
120584,120584,TIC 198242676,14354.266076929143,0.3219398086052075,4,4,0,,EB,[4.2905617 4.2720942 4.3160686 4.2551155 4.268902 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000198242676-0174-s_lc.fits
120864,120864,TIC 198382838,14.070333611054131,0.0565554046714083,3,1,0,,notEB,[1.0005049 0.8487165 3.6342323 2.1576414 0.7484563],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000198382838-0174-s_lc.fits
121003,121003,TIC 237277760,17203.373697647654,0.27446133594800537,5,5,0,,EB,[5.25159   5.272917  5.288102  5.2683525 5.2415075],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000237277760-0174-s_lc.fits
121218,121218,TIC 198242678,18578.85419572379,0.3209554812799584,4,4,0,,EB,[4.3089943 4.3107195 4.31107   4.3071856 4.301997 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000198242678-0174-s_lc.fits
121302,121302,TIC 160618494,1029.4598816093364,0.17753511896293805,7,7,0,,notEB,[7.646196  7.620295  7.7713256 7.727497  7.694491 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000160618494-0174-s_lc.fits
121303,121303,TIC 160618494,1009.618002826542,0.1751116049455645,7,7,1,,EB,[7.40074072 7.40501956 7.48897689 7.42660489 7.34079073],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000160618494-0174-s_lc.fits
121376,121376,TIC 441739153,609.0982904075622,0.1600872378159262,5,5,0,,notEB,[5.50329   5.462828  5.5579906 5.5065727 5.5038137],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000441739153-0174-s_lc.fits
121377,121377,TIC 441739153,649.9798075022858,0.15920682371785025,6,6,1,,notEB,[6.17808407 6.17303158 6.3280674  6.15016344 6.28451802],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000441739153-0174-s_lc.fits
121378,121378,TIC 441739153,664.0182000401177,0.1542675446922296,6,6,2,,EB,[6.1619067  6.15806778 6.31450871 6.13499238 6.27056463],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000441739153-0174-s_lc.fits
121503,121503,TIC 237200747,124.25267870693564,0.06659300475803867,10,9,0,,notEB,[ 9.549998  9.674957 10.587897 10.092622  9.961427],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000237200747-0174-s_lc.fits
121504,121504,TIC 237200747,83.65585704490601,0.04551312613126522,11,10,1,,EB,[ 9.95058301 10.08831122 11.0498751  10.53265563 10.39003793],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000237200747-0174-s_lc.fits
122055,122055,TIC 258826816,28.00291401964461,0.03994156811766812,19,15,0,,notEB,[ 0.43514267 19.077347   19.10234    18.773266   18.578514  ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000258826816-0174-s_lc.fits
122085,122085,TIC 229776076,6076.348619912904,0.2509462397423195,5,5,0,,EB,[5.107655  5.108504  5.1215396 5.103633  5.102479 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000229776076-0174-s_lc.fits
122216,122216,TIC 233208885,664.9320297717362,0.2367182389516967,3,3,0,,notEB,[3.0895731 3.1274786 3.1417499 3.0693142 3.039726 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000233208885-0174-s_lc.fits
122217,122217,TIC 233208885,188.89608903235907,0.08258171076641241,6,6,1,,notEB,[6.26966174 6.55071737 6.60994415 6.32545192 5.43370104],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000233208885-0174-s_lc.fits
122218,122218,TIC 233208885,177.21713728592118,0.08385854918910292,6,6,2,,EB,[6.32266665 6.60599326 6.6656986  6.37890762 5.47995121],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000233208885-0174-s_lc.fits
122353,122353,TIC 377307592,6258.026385203429,0.32636552608496106,3,3,0,,EB,[3.5786572 3.5755782 3.598708  3.5794547 3.5887325],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000377307592-0174-s_lc.fits
122417,122417,TIC 367853806,928.7350380587056,0.010919879678957729,7,6,0,,notEB,[6.9207907 6.8215866 7.0075355 6.926258  6.846942 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000367853806-0174-s_lc.fits
122500,122500,TIC 258388363,12.31838237310586,0.14557168390031971,2,2,0,,notEB,[2.7373016 2.6843545 2.7921896 2.7653565 2.7019641],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000258388363-0174-s_lc.fits
122614,122614,TIC 219878176,46.518565794477595,0.09801129838921016,2,0,0,,notEB,[0.6006937  0.5506823  2.3193696  0.41941223 0.36542532],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000219878176-0174-s_lc.fits
122672,122672,TIC 353894978,2702.5998848289123,0.31422585928527275,4,4,0,,EB,[4.1335983 4.1495886 4.182115  4.120395  4.127203 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000353894978-0174-s_lc.fits
122691,122691,TIC 420114772,224.66073971902057,0.06646865600822292,7,6,0,,notEB,[5.9003534 6.3831916 7.006697  6.613232  6.222449 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000420114772-0174-s_lc.fits
122692,122692,TIC 420114772,173.01355478055478,0.04971839949911057,6,6,1,,notEB,[5.68190026 6.1671407  6.79527157 6.40125745 6.00992907],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000420114772-0174-s_lc.fits
122693,122693,TIC 420114772,173.01355478055478,0.04971839949911057,3,2,2,,notEB,[2.5482068  2.90781492 3.68356041 2.52677285 2.03738857],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000420114772-0174-s_lc.fits
122837,122837,TIC 258351350,8297.722055580649,0.3160885601837852,3,3,0,,EB,[3.399184  3.4344416 3.4587746 3.4548874 3.4042711],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000258351350-0174-s_lc.fits
122953,122953,TIC 233720276,20741.89356887141,0.4568331069616069,3,3,0,,EB,[3.948415  3.9657388 3.9805388 3.9680185 3.9781022],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000233720276-0174-s_lc.fits
122966,122966,TIC 307985697,22.00790865557423,0.07989106177760193,5,1,0,,notEB,[0.51787215 0.68443537 5.1783967  1.7416089  0.952625  ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000307985697-0174-s_lc.fits
122981,122981,TIC 232629077,1259.8594468739118,0.3849519928861133,6,6,0,,notEB,[6.5237503 6.5265527 6.604804  6.539121  6.499763 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000232629077-0174-s_lc.fits
122982,122982,TIC 232629077,1314.835317327765,0.09025011771633504,10,10,1,,EB,[10.39405958 10.39905366 10.53851303 10.42145292 10.35130924],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000232629077-0174-s_lc.fits
123110,123110,TIC 233006012,6.260956614451143,0.042156997719624084,27,5,0,,notEB,"[-6.5007307e-02  3.3275944e-01  2.7505440e+01  2.2044001e-02
 -6.3507713e-02]",/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000233006012-0174-s_lc.fits
123112,123112,TIC 424439457,96.37705439147106,0.08263283764489353,13,13,0,,EB,[13.353878  13.002343  13.694479  13.148011  13.0415325],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000424439457-0174-s_lc.fits
123169,123169,TIC 160585813,127.63688988360788,0.17309275252389858,5,4,0,,notEB,[4.7576265 5.061148  5.280898  4.1751494 4.4987082],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000160585813-0174-s_lc.fits
123170,123170,TIC 160585813,220.10107085400585,0.19227703861237366,6,5,1,,notEB,[5.62310426 5.98188065 6.24691501 4.91330183 5.30353723],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000160585813-0174-s_lc.fits
123171,123171,TIC 160585813,212.9562758308103,0.17570221685016799,6,5,2,,EB,[5.58589662 5.95151933 6.21887651 4.87730541 5.29679895],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000160585813-0174-s_lc.fits
123246,123246,TIC 199666719,212.9562758308103,0.17570221685016799,2,2,0,,notEB,[2.1185813 1.0923519 2.707767  2.0124936 1.4185053],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000199666719-0174-s_lc.fits
123287,123287,TIC 356820646,1490.0702105872015,0.31965667034517503,3,3,0,,notEB,[3.045082  3.0315776 3.1150126 3.0787354 3.060186 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000356820646-0174-s_lc.fits
123288,123288,TIC 356820646,430.8180332339334,0.2007624301849467,4,4,1,,notEB,[4.56296118 4.40240652 4.64673261 4.37465532 4.42977184],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000356820646-0174-s_lc.fits
123289,123289,TIC 356820646,336.1607463884892,0.1876122582655087,4,4,2,,EB,[4.60556118 4.43555028 4.69426653 4.4061646  4.46452734],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000356820646-0174-s_lc.fits
123338,123338,TIC 259126645,12107.278494626911,0.2391357551971823,5,5,0,,EB,[5.764005  5.762698  5.7837405 5.7813416 5.7825933],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000259126645-0174-s_lc.fits
123411,123411,TIC 356896561,4039.495813014406,0.16596150919530964,5,5,0,,EB,[5.4541993 5.4705515 5.507761  5.504013  5.4421477],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000356896561-0174-s_lc.fits
123736,123736,TIC 298734307,26138.292193454432,0.4710005534012045,3,3,0,,EB,[3.0911734 3.1043744 3.1179523 3.1036572 3.0914657],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000298734307-0174-s_lc.fits
123884,123884,TIC 233532554,13848.237778547358,0.18139612425432214,4,4,0,,EB,[4.493232  4.490548  4.503443  4.5003104 4.4933724],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000233532554-0174-s_lc.fits
124140,124140,TIC 160472514,5230.350565412137,0.3358090984966458,3,3,0,,EB,[3.4350905 3.4340558 3.446208  3.4311986 3.4299552],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000160472514-0174-s_lc.fits
124240,124240,TIC 199688409,1277.1324872738028,0.4273464001644167,3,3,0,,notEB,[3.2262547 3.3072026 3.3388684 3.317471  3.3249   ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000199688409-0174-s_lc.fits
124818,124818,TIC 392536805,239.48972673177914,0.15771536001709027,6,6,0,,notEB,[6.306065  6.372029  6.452627  6.346421  6.3504925],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000392536805-0174-s_lc.fits
124901,124901,TIC 357035302,17.695028314654266,0.15541401861484425,3,1,0,,notEB,[0.21846347 0.81490266 3.538366   0.5475888  0.11352234],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000357035302-0174-s_lc.fits
125219,125219,TIC 258829052,68.29189412487658,0.09501190031237616,3,1,0,,notEB,[1.6959789 1.8117197 3.0314202 1.2189558 1.9537185],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000258829052-0174-s_lc.fits
125273,125273,TIC 359675849,3623.442555430095,0.3719411644999711,3,3,0,,EB,[3.5654838 3.5458796 3.6059945 3.5572352 3.563435 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000359675849-0174-s_lc.fits
125336,125336,TIC 229412903,130.8431727726089,0.1881464613042332,4,3,0,,notEB,[3.4121404 2.892868  4.309878  2.633053  3.762968 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000229412903-0174-s_lc.fits
125337,125337,TIC 229412903,76.2942887841276,0.10167881810843347,6,6,1,,notEB,[5.52768238 6.4000385  6.49391698 5.79906986 6.06935935],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000229412903-0174-s_lc.fits
125338,125338,TIC 229412903,75.543747300557,0.11829884643185255,6,6,2,,EB,[5.59880488 6.48929889 6.5877744  5.87657795 6.15865903],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000229412903-0174-s_lc.fits
125384,125384,TIC 356015357,3561.71474271052,0.286598165429354,8,8,0,,EB,[8.536308 8.544477 8.611719 8.602525 8.555138],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000356015357-0174-s_lc.fits
125553,125553,TIC 377192659,20026.421780144552,0.2756621214613779,4,4,0,,EB,[4.150889  4.159015  4.189387  4.1551876 4.1649976],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000377192659-0174-s_lc.fits
125647,125647,TIC 229585356,4798.415038592495,0.4423815765791085,3,3,0,,EB,[3.6002047 3.6170192 3.6172805 3.5849187 3.5665944],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000229585356-0174-s_lc.fits
125675,125675,TIC 233211759,4798.415038592495,0.4423815765791085,4,1,0,,notEB,[1.08906    0.8230105  4.6851854  0.14440818 1.0824941 ],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000233211759-0174-s_lc.fits
125707,125707,TIC 377190161,5869.276315089396,0.3103209384055727,5,5,0,,EB,[5.045682  5.059264  5.073933  5.067564  5.0490084],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000377190161-0174-s_lc.fits
125826,125826,TIC 329248002,2787.66457123009,0.3633615312506792,4,4,0,,EB,[4.2511744 4.2320223 4.2729554 4.237312  4.1793647],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000329248002-0174-s_lc.fits
125978,125978,TIC 199716496,1146.818804295679,0.3081064185415009,3,3,0,,notEB,[3.34694   3.3433032 3.3732343 3.2909708 3.2705615],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000199716496-0174-s_lc.fits
125979,125979,TIC 199716496,1146.818804295679,0.3081064185415009,10,5,1,,notEB,[ 9.5038443   9.93461756 10.37329015 -0.84102795 -0.48325519],/astro/store/epyc2/projects2/tess/sector022/tess2020049080258-s0022-0000000199716496-0174-s_lc.fits
126227,126227,TIC 258388363,44.77507299491879,0.0451647507200684,2,2,0,,notEB,[2.5490336 2.5790992 2.6532834 2.5345762 2.4779181],/astro/store/epyc2/projects2/tess/sector023/tess2020078014623-s0023-0000000258388363-0177-s_lc.fits
